fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,k_value,l_value,m_value,percentage_free_sulphur,n_value
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,0,9.12,4.56,0.616,36,0.574
8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,1,8.31,4.155,1.026,32,0.828
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,0,9.12,4.56,0.616,36,0.574
8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,1,8.74,4.37,0.852,15.65217391,0.75
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,1,7.89,3.945,0.701,17.85714286,0.7195
6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,1,6.58,3.29,0.618,16.66666667,0.567
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,1,7.89,3.945,0.701,17.85714286,0.7195
8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,1,8.48,4.24,0.733,15.625,0.7645
6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,0,6.87,3.435,0.648,37.69230769,0.71
8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,1,8.43,4.215,0.609,18.88888889,0.6885
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,1,9.4,4.7,0.918,24,0.716
8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5,0,8.88,4.44,0.58,32.5,1.055
10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,1,11.27,5.635,0.931,24.44444444,0.8015
8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,1,8.83,4.415,0.71,23.33333333,0.455
5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,1,5.82,2.91,0.732,23.91304348,0.7
7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,1,8.23,4.115,0.766,58.33333333,0.56
8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,1,9.14,4.57,0.664,33.33333333,0.595
5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,1,5.4,2.7,0.706,27.5862069,1.413
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,1,7.69,3.845,0.691,14,0.8095
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,1,7.69,3.845,0.691,14,0.8095
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,1,7.69,3.845,0.691,14,0.8095
7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,1,7.49,3.745,0.595,17.14285714,0.6865
5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,0,6.26,3.13,0.646,21.42857143,0.783
7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,1,8.44,4.22,0.796,21.25,0.856
6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,1,7.1,3.55,0.612,13.33333333,0.571
6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,1,6.77,3.385,0.535,12.22222222,0.4475
10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,1,11.1,5.55,0.731,17.05882353,0.6845
6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,0,7.08,3.54,0.716,43.33333333,0.708
8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,1,9.04,4.52,0.645,20.76923077,0.6075
5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,1,6.09,3.045,0.603,36.66666667,0.5935
6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,1,7.06,3.53,0.672,20,0.906
10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,0,10.43,5.215,0.775,31.78571429,0.9235
10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,1,10.93,5.465,0.782,29.16666667,1.106
9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,1,9.7,4.85,0.688,20,0.599
5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,0,6.09,3.045,0.485,23.68421053,0.5745
7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,1,7.76,3.88,0.955,21.11111111,0.6455
7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,1,7.68,3.84,0.769,18,1.7085
8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,1,8.78,4.39,0.801,25,0.6105
8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,1,8.25,4.125,0.667,22.72727273,0.6295
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,1,10.92,5.46,0.84,21.66666667,0.73
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,1,10.92,5.46,0.84,21.66666667,0.73
7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,0,7.91,3.955,0.684,32.4137931,1.192
8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,1,8.71,4.355,0.719,53.75,0.6875
7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,1,7.7,3.85,0.73,23.93939394,0.61
8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,1,8.58,4.29,0.93,29.58333333,0.854
6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,1,7.35,3.675,0.693,20,0.7635
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,1,7.22,3.61,0.885,12.5,0.6325
7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,0,7.62,3.81,0.686,20,0.769
8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,1,8.4,4.2,0.886,16.4516129,0.874
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,1,8.3,4.15,1.048,35,0.653
10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,1,10.41,5.205,0.561,23.33333333,1.9855
7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,1,8.19,4.095,0.746,23.33333333,0.727
10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,1,10.35,5.175,0.581,18.33333333,0.7245
8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,1,8.53,4.265,0.827,30,0.9375
6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,1,6.68,3.34,0.694,43.75,0.818
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,0,8.9,4.45,0.648,42.22222222,0.769
9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,1,10.02,5.01,0.743,22.35294118,0.7415
6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,1,7.18,3.59,0.78,12.6,0.71
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,0,8.9,4.45,0.648,42.22222222,0.769
8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,1,8.68,4.34,0.831,19.55555556,0.6625
5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,1,5.61,2.805,0.912,63.125,0.687
6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,1,7.11,3.555,1.236,24.54545455,0.964
10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,0,10.61,5.305,0.78,33.63636364,0.801
10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,1,10.96,5.48,0.807,33.33333333,0.8475
8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,1,9.25,4.625,0.826,17.5,0.544
8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,1,8.82,4.41,0.785,15.83333333,0.8115
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,0,9.785,4.8925,0.748,21,0.597
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,0,9.785,4.8925,0.748,21,0.597
8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,0,8.94,4.47,1.469,25.33333333,0.8545
9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2,0,10.44,5.22,1.091,85.71428571,0.7075
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,1,8.53,4.265,0.954,16.55172414,0.865
6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,1,6.84,3.42,0.627,55,0.9275
7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,1,8.1,4.05,0.706,28,0.791
9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,1,9.56,4.78,0.732,24,0.579
7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,1,7.69,3.845,0.758,16.92307692,0.699
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,1,10.12,5.06,0.814,32,0.759
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,1,7.96,3.98,0.699,25,0.6115
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,1,7.96,3.98,0.699,25,0.6115
6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,1,7.11,3.555,0.795,12.29166667,0.7075
6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,0,7.38,3.69,0.579,20.43478261,1.7255
7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,1,7.76,3.88,0.712,18.33333333,0.746
5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,0,6.515,3.2575,0.771,45.88235294,0.6505
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,1,8.55,4.275,0.886,42.72727273,0.824
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,1,8.55,4.275,0.886,42.72727273,0.824
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,0,10.19,5.095,0.528,22,0.615
10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,1,10.6,5.3,0.928,13.17073171,0.864
6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,0,7.46,3.73,0.67,38.125,0.529
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,0,7.34,3.67,0.78,108.1818182,0.716
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,1,7.43,3.715,0.545,65,0.7025
6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,0,7.4,3.7,0.579,20,2.3855
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,1,7.43,3.715,0.545,65,0.7025
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,0,7.34,3.67,0.78,108.1818182,0.716
8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,0,9.755,4.8775,0.515,38,0.5875
9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,1,9.5,4.75,0.65,33.33333333,1.534
6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,0,7.385,3.6925,0.676,20,0.773
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,1,7.45,3.725,0.863,37.27272727,0.8555
6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,0,7.285,3.6425,0.676,20,0.773
7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,1,7.745,3.8725,0.704,42.66666667,0.621
6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,1,6.63,3.315,0.678,26.66666667,0.623
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,1,8.48,4.24,0.656,40.86956522,0.774
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,1,8.27,4.135,0.609,22.5,0.5265
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,1,7.96,3.98,0.842,40.52631579,0.678
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,1,8.48,4.24,0.656,40.86956522,0.774
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,1,8.27,4.135,0.609,22.5,0.5265
7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,1,8.24,4.12,0.605,20,0.6745
8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,1,9.02,4.51,0.758,20,0.652
9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,0,10.64,5.32,0.661,23.03030303,1.8335
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1,7.56,3.78,0.924,18.33333333,0.759
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1,7.56,3.78,0.924,18.33333333,0.759
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1,7.56,3.78,0.924,18.33333333,0.759
9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,0,10.62,5.31,1.076,21.66666667,0.688
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1,7.56,3.78,0.924,18.33333333,0.759
6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,1,6.59,3.295,0.941,17.14285714,0.7215
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,1,7.45,3.725,0.698,18.75,0.673
6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,0,7.04,3.52,0.696,24.09090909,0.698
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,1,7.45,3.725,0.698,18.75,0.673
9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,1,9.98,4.99,0.821,26,0.6895
10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,1,10.53,5.265,0.561,15,0.7025
8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,1,9.07,4.535,0.655,14.5,0.7695
7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,1,8.47,4.235,0.769,79,0.7015
8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,1,8.54,4.27,0.867,17.20930233,0.6725
8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,1,8.6,4.3,0.772,30,0.673
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,1,9.39,4.695,0.874,20,0.492
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,1,11.22,5.61,0.902,25.88235294,0.71
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,1,11.22,5.61,0.902,25.88235294,0.71
8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,1,8.63,4.315,0.538,26.96969697,0.743
10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,1,10.86,5.43,0.834,25.55555556,0.791
12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,1,12.99,6.495,0.9,25,0.888
9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,0,9.66,4.83,0.601,42.77777778,0.8715
7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,0,8.08,4.04,0.55,17.03703704,1.276
9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,0,9.58,4.79,0.824,26.25,0.702
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,1,5.52,2.76,0.774,48.88888889,0.562
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,0,8.03,4.015,0.715,34.73684211,0.7255
7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,1,7.88,3.94,0.846,38.66666667,0.911
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,0,8.615,4.3075,0.694,18.75,0.819
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,0,8.03,4.015,0.715,34.73684211,0.7255
10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,0,10.43,5.215,0.547,25.71428571,0.7625
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,1,7.85,3.925,0.459,16.36363636,0.6915
6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,0,6.33,3.165,0.614,188.3333333,3.961
7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,1,8.35,4.175,0.71,24.28571429,0.545
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,1,7.85,3.925,0.459,16.36363636,0.6915
8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,0,8.83,4.415,0.541,20,0.7905
6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,0,7.17,3.585,0.617,18.18181818,1.3185
7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,0,8.11,4.055,0.476,16.66666667,0.588
9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,0,10.17,5.085,0.669,23.21428571,0.8675
9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,1,9.4,4.7,0.658,26.66666667,0.711
8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,0,8.86,4.43,0.702,86,0.805
5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,1,6.19,3.095,0.607,22.22222222,4.1035
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,0,7.95,3.975,0.762,22.66666667,0.619
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,0,8.14,4.07,0.566,32,0.567
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,0,7.95,3.975,0.762,22.66666667,0.619
6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,1,7.31,3.655,0.831,16.36363636,0.7665
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,1,7.7,3.85,0.689,15.41666667,0.7315
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,1,7.7,3.85,0.689,15.41666667,0.7315
7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,0,8.08,4.04,0.667,22.22222222,0.7265
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,0,7.82,3.91,0.703,23.33333333,0.6015
7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,0,8.56,4.28,0.676,21.66666667,0.468
7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,0,8.5,4.25,0.769,17.5,0.6215
6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,0,6.74,3.37,0.519,17.69230769,0.7585
7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,0,8.09,4.045,0.502,13.95348837,0.625
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,1,7.58,3.79,0.785,57.5,1.5385
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,1,7.44,3.72,0.753,22,0.8715
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,1,7.44,3.72,0.753,22,0.8715
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,0,9.235,4.6175,1.553,29.47368421,0.8775
6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,0,7.32,3.66,0.633,14.11764706,0.6415
9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,0,10.25,5.125,0.661,19.41176471,0.8665
8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,0,8.98,4.49,0.549,20,0.7045
8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,1,8.87,4.435,0.786,19.61538462,0.637
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,1,7.77,3.885,0.681,22.5,0.7405
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,1,7.77,3.885,0.681,22.5,0.7405
10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,1,10.83,5.415,0.938,14.61538462,0.824
6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,1,7.31,3.655,0.629,24.28571429,0.7015
5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,1,5.99,2.995,0.864,31.07142857,0.568
5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,1,5.38,2.69,0.798,23.07692308,0.506
7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,1,7.74,3.87,0.619,26.66666667,0.5445
5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,0,6.36,3.18,0.607,17.6,0.6085
7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,0,8.08,4.04,0.503,12.94117647,0.6765
7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,1,8.38,4.19,0.632,21.17647059,0.707
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,1,8.715,4.3575,0.615,62.30769231,0.7715
8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,0,8.9,4.45,0.61,33.33333333,1.995
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,1,7.69,3.845,0.714,33.33333333,0.627
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,1,8.715,4.3575,0.615,62.30769231,0.7715
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,1,10.1,5.05,0.632,30,0.619
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,1,7.56,3.78,0.717,19.28571429,0.6485
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,1,7.56,3.78,0.717,19.28571429,0.6485
7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,1,8.665,4.3325,0.764,24.44444444,0.642
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,1,9.33,4.665,0.726,40.58823529,0.914
7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,0,7.42,3.71,0.631,20,0.7635
11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,0,11.67,5.835,0.66,23.5,0.685
7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,1,7.26,3.63,0.608,18.23529412,0.872
8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,0,8.6,4.3,0.426,23.33333333,0.824
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,0,7.6,3.8,1.238,55,1.444
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,0,7.6,3.8,1.238,55,1.444
7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,0,8.34,4.17,0.69,20,0.62
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,1,8.835,4.4175,0.823,24,0.6865
5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,1,6.295,3.1475,0.726,20,0.774
7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,0,8.255,4.1275,0.574,20,0.612
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,1,8.835,4.4175,0.823,24,0.6865
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,0,7.23,3.615,0.543,15.19607843,1.3365
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,0,7.23,3.615,0.543,15.19607843,1.3365
7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,1,7.73,3.865,0.674,19.33333333,0.69
5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,1,6.3,3.15,0.623,16.36363636,0.4515
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,0,9.18,4.59,0.537,18,0.6985
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,1,5.845,2.9225,0.69,18.66666667,0.685
6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,1,7.56,3.78,0.84,28.5,0.664
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,1,9.47,4.735,0.864,37.5,0.726
8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,0,8.28,4.14,0.741,24.28571429,0.6685
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,0,8.39,4.195,0.527,32.38095238,0.7755
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,0,8.11,4.055,0.603,36.66666667,0.6585
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,0,10.39,5.195,0.708,41.36363636,0.858
6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,0,7.48,3.74,0.588,19.33333333,1.222
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,0,10.39,5.195,0.708,41.36363636,0.858
7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,0,7.62,3.81,0.681,23.33333333,0.4755
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,0,8.11,4.055,0.603,36.66666667,0.6585
6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,1,7.01,3.505,0.654,22.5,0.962
8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,0,9.18,4.59,0.553,29.28571429,0.6535
7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,1,7.36,3.68,0.626,32.5,0.775
7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,1,7.36,3.68,0.616,28.75,0.805
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,1,8.13,4.065,0.663,53.52941176,0.6955
